[02/10/2025 14:11:58] ✅ Grupo: 1 . RIO PRETO CARRETAS - Venda de Caminhões e Carretas | Pasta: vanderleia2014 | Imagens: 4
[03/11/2025 10:20:12] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodocaçanba2018 | Imagens: 4
[03/11/2025 10:20:35] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodocaçanba2018 | Imagens: 4
[03/11/2025 10:21:00] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodocaçanba2018 | Imagens: 4
[03/11/2025 10:21:22] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodocaçanba2018 | Imagens: 4
[03/11/2025 10:21:44] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodocaçanbas com peneu | Imagens: 3
[03/11/2025 10:22:09] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodocaçanbas com peneu | Imagens: 3
[03/11/2025 10:22:36] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodocaçanbas com peneu | Imagens: 3
[03/11/2025 10:22:59] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodocaçanbas com peneu | Imagens: 3
[03/11/2025 10:23:20] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodotrem | Imagens: 4
[03/11/2025 10:23:44] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodotrem | Imagens: 4
[03/11/2025 10:24:07] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodotrem | Imagens: 4
[03/11/2025 10:24:30] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodotrem | Imagens: 4
[03/11/2025 10:24:56] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: scania2021 | Imagens: 4
[03/11/2025 10:25:23] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: scania2021 | Imagens: 4
[03/11/2025 10:25:48] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: scania2021 | Imagens: 4
[03/11/2025 10:26:10] ✅ Grupo: MF Caminhões e Carretas | Pasta: scania2021 | Imagens: 4
[03/11/2025 10:26:49] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: sitio sorocaba sp 99822 | Imagens: 4
[03/11/2025 10:27:19] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: sitio sorocaba sp 99822 | Imagens: 4
[03/11/2025 10:28:16] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: vanderleia2014 | Imagens: 4
[03/11/2025 10:29:00] ✅ Grupo: MF Caminhões e Carretas | Pasta: vanderleia2014 | Imagens: 4
[03/11/2025 10:29:46] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: vanderleia_tanque2013 | Imagens: 4
[03/11/2025 10:30:17] ✅ Grupo: MF Caminhões e Carretas | Pasta: vanderleia_tanque2013 | Imagens: 4
[03/11/2025 10:30:44] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: volvo 540 vermelho | Imagens: 4
[03/11/2025 10:31:24] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: volvo 540 vermelho | Imagens: 4
[03/11/2025 10:31:58] ✅ Grupo: MF Caminhões e Carretas | Pasta: volvo 540 vermelho | Imagens: 4
[10/11/2025 08:48:43] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: carretas rodotrems dona neusa | Imagens: 4
[10/11/2025 08:49:28] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: carretas rodotrems dona neusa | Imagens: 4
[10/11/2025 08:49:51] ✅ Grupo: MF Caminhões e Carretas | Pasta: carretas rodotrems dona neusa | Imagens: 4
[10/11/2025 08:50:46] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: carretas vanderleia 11-12-14 preço a partit de 65.000 | Imagens: 4
[10/11/2025 08:51:17] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: cbr 1000 | Imagens: 4
[10/11/2025 08:51:49] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: cbr 1000 | Imagens: 4
[10/11/2025 08:52:11] ✅ Grupo: MF Caminhões e Carretas | Pasta: cbr 1000 | Imagens: 4
[10/11/2025 08:52:36] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fabrica de ração 99822 | Imagens: 4
[10/11/2025 08:53:12] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fabrica de ração 99822 | Imagens: 4
[10/11/2025 08:53:58] ✅ Grupo: MF Caminhões e Carretas | Pasta: fabrica de ração 99822 | Imagens: 4
[10/11/2025 08:54:23] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fh 540 6x4 2022 cod 5584 | Imagens: 4
[10/11/2025 08:54:47] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fh 540 6x4 2022 cod 5584 | Imagens: 4
[10/11/2025 08:55:19] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fh 540 6x4 2022 cod 5584 | Imagens: 4
[10/11/2025 08:55:50] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fh460 | Imagens: 4
[10/11/2025 08:56:14] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fh460 | Imagens: 4
[10/11/2025 08:56:41] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fh460 | Imagens: 4
[10/11/2025 08:57:06] ✅ Grupo: MF Caminhões e Carretas | Pasta: fh460 | Imagens: 4
[10/11/2025 08:57:30] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fh540 2014 frota 40 unidades | Imagens: 4
[10/11/2025 08:58:01] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fh540 2014 frota 40 unidades | Imagens: 4
[10/11/2025 08:58:25] ✅ Grupo: MF Caminhões e Carretas | Pasta: fh540 2014 frota 40 unidades | Imagens: 4
[10/11/2025 08:59:01] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fh5402018 | Imagens: 4
[10/11/2025 08:59:36] ✅ Grupo: MF Caminhões e Carretas | Pasta: fh5402018 | Imagens: 4
[10/11/2025 09:00:06] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: Minuano_Ano_1991 cod 4450 | Imagens: 4
[10/11/2025 09:00:39] ✅ Grupo: MF Caminhões e Carretas | Pasta: Minuano_Ano_1991 cod 4450 | Imagens: 4
[10/11/2025 09:01:08] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: modelos diversos caminhoes a venda total de 6 modelos | Imagens: 12
[10/11/2025 09:01:45] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: modelos diversos caminhoes a venda total de 6 modelos | Imagens: 12
[10/11/2025 09:02:19] ✅ Grupo: MF Caminhões e Carretas | Pasta: modelos diversos caminhoes a venda total de 6 modelos | Imagens: 12
[10/11/2025 09:02:56] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: Nova pasta | Imagens: 4
[10/11/2025 09:03:21] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: Nova pasta | Imagens: 4
[10/11/2025 09:03:47] ✅ Grupo: MF Caminhões e Carretas | Pasta: Nova pasta | Imagens: 4
[10/11/2025 09:04:27] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: Nova pasta (2) | Imagens: 4
[10/11/2025 09:05:00] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: Nova pasta (2) | Imagens: 4
[10/11/2025 09:05:34] ✅ Grupo: MF Caminhões e Carretas | Pasta: Nova pasta (2) | Imagens: 4
[10/11/2025 09:06:06] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: prancha | Imagens: 4
[10/11/2025 09:06:34] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: prancha | Imagens: 4
[10/11/2025 09:07:20] ✅ Grupo: MF Caminhões e Carretas | Pasta: prancha | Imagens: 4
[10/11/2025 09:07:45] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: prancha randon cod 3643 | Imagens: 4
[10/11/2025 09:08:16] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: prancha randon cod 3643 | Imagens: 4
[10/11/2025 09:08:47] ✅ Grupo: MF Caminhões e Carretas | Pasta: prancha randon cod 3643 | Imagens: 4
[10/11/2025 09:09:09] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodocaçanba2018 | Imagens: 4
[10/11/2025 09:09:38] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodocaçanba2018 | Imagens: 4
[10/11/2025 09:10:09] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodocaçanba2018 | Imagens: 4
[10/11/2025 09:10:34] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodocaçanba2018 | Imagens: 4
[10/11/2025 09:11:34] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodocaçanbas com peneu | Imagens: 3
[10/11/2025 09:12:06] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodocaçanbas com peneu | Imagens: 3
[10/11/2025 09:12:34] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodotrem | Imagens: 4
[10/11/2025 09:13:04] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodotrem | Imagens: 4
[10/11/2025 09:13:37] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodotrem | Imagens: 4
[10/11/2025 09:14:01] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: scania2021 | Imagens: 4
[10/11/2025 09:14:36] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: scania2021 | Imagens: 4
[10/11/2025 09:14:57] ✅ Grupo: MF Caminhões e Carretas | Pasta: scania2021 | Imagens: 4
[10/11/2025 09:15:24] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: sitio sorocaba sp 99822 | Imagens: 4
[10/11/2025 09:16:03] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: sitio sorocaba sp 99822 | Imagens: 4
[10/11/2025 09:16:34] ✅ Grupo: MF Caminhões e Carretas | Pasta: sitio sorocaba sp 99822 | Imagens: 4
[10/11/2025 09:17:02] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: vanderleia2014 | Imagens: 4
[10/11/2025 09:17:35] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: vanderleia2014 | Imagens: 4
[10/11/2025 09:17:58] ✅ Grupo: MF Caminhões e Carretas | Pasta: vanderleia2014 | Imagens: 4
[10/11/2025 09:18:21] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: vanderleia_tanque2013 | Imagens: 4
[10/11/2025 09:18:44] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: vanderleia_tanque2013 | Imagens: 4
[10/11/2025 09:19:08] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: vanderleia_tanque2013 | Imagens: 4
[10/11/2025 09:19:31] ✅ Grupo: MF Caminhões e Carretas | Pasta: vanderleia_tanque2013 | Imagens: 4
[10/11/2025 09:19:59] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: volvo 540 vermelho | Imagens: 4
[10/11/2025 09:20:27] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: volvo 540 vermelho | Imagens: 4
[10/11/2025 09:20:53] ✅ Grupo: MF Caminhões e Carretas | Pasta: volvo 540 vermelho | Imagens: 4
[12/04/2026 18:29:49] ✅ Grupo: 14 99765-2839 | Pasta: f1000 boi | Imagens: 1
[12/04/2026 18:35:56] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: f1000 boi | Imagens: 1
[12/04/2026 18:36:21] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: f1000 boi | Imagens: 1
[12/04/2026 18:36:46] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: f1000 boi | Imagens: 1
[12/04/2026 18:37:10] ✅ Grupo: MF Caminhões e Carretas | Pasta: f1000 boi | Imagens: 1
[12/04/2026 18:37:34] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: f1000 boi | Imagens: 1
[12/04/2026 18:37:58] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: f4000 | Imagens: 1
[12/04/2026 18:38:21] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: f4000 | Imagens: 1
[12/04/2026 18:38:45] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: f4000 | Imagens: 1
[12/04/2026 18:39:09] ✅ Grupo: MF Caminhões e Carretas | Pasta: f4000 | Imagens: 1
[12/04/2026 18:39:32] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: f4000 | Imagens: 1
[12/04/2026 18:39:56] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fmx 500 | Imagens: 1
[12/04/2026 18:40:19] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fmx 500 | Imagens: 1
[12/04/2026 18:40:43] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fmx 500 | Imagens: 1
[12/04/2026 18:41:06] ✅ Grupo: MF Caminhões e Carretas | Pasta: fmx 500 | Imagens: 1
[12/04/2026 18:41:30] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: fmx 500 | Imagens: 1
[12/04/2026 18:41:54] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodotrem | Imagens: 1
[12/04/2026 18:42:17] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodotrem | Imagens: 1
[12/04/2026 18:42:41] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodotrem | Imagens: 1
[12/04/2026 18:43:04] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodotrem | Imagens: 1
[12/04/2026 18:43:28] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: rodotrem | Imagens: 1
[12/04/2026 18:43:51] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: siena | Imagens: 1
[12/04/2026 18:44:15] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: siena | Imagens: 1
[12/04/2026 18:44:39] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: siena | Imagens: 1
[12/04/2026 18:45:02] ✅ Grupo: MF Caminhões e Carretas | Pasta: siena | Imagens: 1
[12/04/2026 18:45:26] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: siena | Imagens: 1
[13/04/2026 14:33:35] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: f1000 boi | Imagens: 1
[13/04/2026 14:33:59] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: f1000 boi | Imagens: 1
[13/04/2026 14:34:23] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: f1000 boi | Imagens: 1
[13/04/2026 14:34:47] ✅ Grupo: MF Caminhões e Carretas | Pasta: f1000 boi | Imagens: 1
[13/04/2026 14:35:11] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: f1000 boi | Imagens: 1
[13/04/2026 14:35:34] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: f4000 | Imagens: 1
[13/04/2026 14:35:58] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: f4000 | Imagens: 1
[13/04/2026 14:36:22] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: f4000 | Imagens: 1
[13/04/2026 14:36:46] ✅ Grupo: MF Caminhões e Carretas | Pasta: f4000 | Imagens: 1
[13/04/2026 14:37:10] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: f4000 | Imagens: 1
[13/04/2026 14:37:34] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fmx 500 | Imagens: 1
[13/04/2026 14:37:57] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fmx 500 | Imagens: 1
[13/04/2026 14:38:21] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fmx 500 | Imagens: 1
[13/04/2026 14:38:45] ✅ Grupo: MF Caminhões e Carretas | Pasta: fmx 500 | Imagens: 1
[13/04/2026 14:39:08] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: fmx 500 | Imagens: 1
[13/04/2026 14:39:32] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rodotrem | Imagens: 1
[13/04/2026 14:39:56] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rodotrem | Imagens: 1
[13/04/2026 14:40:20] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rodotrem | Imagens: 1
[13/04/2026 14:40:43] ✅ Grupo: MF Caminhões e Carretas | Pasta: rodotrem | Imagens: 1
[13/04/2026 14:41:07] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: rodotrem | Imagens: 1
[13/04/2026 14:41:30] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: siena | Imagens: 1
[13/04/2026 14:41:54] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: siena | Imagens: 1
[13/04/2026 14:42:18] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: siena | Imagens: 1
[13/04/2026 14:42:41] ✅ Grupo: MF Caminhões e Carretas | Pasta: siena | Imagens: 1
[13/04/2026 14:43:05] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: siena | Imagens: 1
[23/04/2026 14:04:18] ✅ Grupo: 14 99765-2839 | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 16:10:26] ✅ Grupo: 14 99765-2839 | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 16:10:49] ✅ Grupo: 14 99765-2839 | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:08:43] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: meteor 29520 | Imagens: 1
[23/04/2026 17:15:45] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:16:08] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:16:33] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:16:57] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:17:21] ✅ Grupo: MF Caminhões e Carretas | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:17:45] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:18:09] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: 1630 ano 95 | Imagens: 4
[23/04/2026 17:18:33] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:18:57] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:19:20] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:19:44] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:20:07] ✅ Grupo: MF Caminhões e Carretas | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:20:30] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:20:54] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: daf 530 6x4 2021 | Imagens: 4
[23/04/2026 17:21:18] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:21:41] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:22:05] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:22:28] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:22:52] ✅ Grupo: MF Caminhões e Carretas | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:23:15] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:23:39] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: daf 530 6x4 2022 | Imagens: 4
[23/04/2026 17:24:03] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:24:26] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:24:50] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:25:14] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:25:37] ✅ Grupo: MF Caminhões e Carretas | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:26:01] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:26:24] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: fazenda em eldorado | Imagens: 4
[23/04/2026 17:26:48] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:27:11] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:27:35] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:27:58] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:28:22] ✅ Grupo: MF Caminhões e Carretas | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:28:45] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:29:09] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: fazenda vagner eldorado | Imagens: 4
[23/04/2026 17:29:32] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:29:56] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:30:20] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:30:43] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:31:07] ✅ Grupo: MF Caminhões e Carretas | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:31:30] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:31:54] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: meteor 29520 | Imagens: 4
[23/04/2026 17:32:18] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: rancho em salto grande | Imagens: 4
[23/04/2026 17:32:41] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rancho em salto grande | Imagens: 4
[23/04/2026 17:33:05] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rancho em salto grande | Imagens: 4
[23/04/2026 17:33:28] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rancho em salto grande | Imagens: 4
[23/04/2026 17:33:52] ✅ Grupo: MF Caminhões e Carretas | Pasta: rancho em salto grande | Imagens: 4
[23/04/2026 17:34:16] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: rancho em salto grande | Imagens: 4
[23/04/2026 17:34:40] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 15:32:54] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: meteor 29520 | Imagens: 1
[27/04/2026 15:33:17] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: meteor 29520 | Imagens: 1
[27/04/2026 15:33:41] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: meteor 29520 | Imagens: 1
[27/04/2026 15:34:05] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: meteor 29520 | Imagens: 1
[27/04/2026 15:34:29] ✅ Grupo: MF Caminhões e Carretas | Pasta: meteor 29520 | Imagens: 1
[27/04/2026 15:34:52] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: meteor 29520 | Imagens: 1
[27/04/2026 15:35:16] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: meteor 29520 | Imagens: 1
